class_name,count,percent_cover,Site
"Developed, Open Space",3052,0.011823728813559323,D20_PUUM_C1_P1_v3
"Developed, Low Intensity",517,0.0020029055690072638,D20_PUUM_C1_P1_v3
"Developed, Medium Intensity",17,6.585956416464891e-5,D20_PUUM_C1_P1_v3
Barren Land (Rock/Sand/Clay),58484,0.226572397094431,D20_PUUM_C1_P1_v3
Evergreen Forest,145158,0.5623554479418886,D20_PUUM_C1_P1_v3
Shrub/Scrub,46718,0.1809898305084746,D20_PUUM_C1_P1_v3
Grassland/Herbaceous,4179,0.016189830508474577,D20_PUUM_C1_P1_v3
