site,imperv_class,imperv_freq
D10_CPER_C1_P1_v1,5,1681
D10_CPER_C1_P1_v1,10,382
D10_CPER_C1_P1_v1,15,182
D10_CPER_C1_P1_v1,20,90
D10_CPER_C1_P1_v1,25,20
D10_CPER_C1_P1_v1,30,6
D10_CPER_C1_P1_v1,35,3
D10_CPER_C1_P1_v1,40,6
D10_CPER_C1_P1_v1,45,0
D10_CPER_C1_P1_v1,50,4
D10_CPER_C1_P1_v1,55,0
D10_CPER_C1_P1_v1,60,0
D10_CPER_C1_P1_v1,65,0
D10_CPER_C1_P1_v1,70,0
D10_CPER_C1_P1_v1,75,0
D10_CPER_C1_P1_v1,80,0
D10_CPER_C1_P1_v1,85,0
D10_CPER_C1_P1_v1,90,0
D10_CPER_C1_P1_v1,95,0
D10_CPER_C1_P1_v1,100,0
