value,count,class,area_m2,Site
100,5672,below 5 percent,5104800,D10_ARIK_A1_P2_v2
200,814,5-10%,732600,D10_ARIK_A1_P2_v2
300,301,10-50%,270900,D10_ARIK_A1_P2_v2
NA,345793,NA,311213700,D10_ARIK_A1_P2_v2
