value,count,class,area_m2,Site
100,553,below 5 percent,497700,D05_LIRO_A1_P2_v1
200,67,5-10%,60300,D05_LIRO_A1_P2_v1
300,173,10-50%,155700,D05_LIRO_A1_P2_v1
NA,16307,NA,14676300,D05_LIRO_A1_P2_v1
