class_name,count,percent_cover,Site
Evergreen Forest,17112,0.9459369817578773,D16_MCRA_A2_P1_v1
Shrub/Scrub,931,0.05146489773355445,D16_MCRA_A2_P1_v1
Grassland/Herbaceous,47,0.0025981205085682697,D16_MCRA_A2_P1_v1
