site,imperv_class,imperv_freq
D10_ARIK_A1_P2_v2,5,5672
D10_ARIK_A1_P2_v2,10,814
D10_ARIK_A1_P2_v2,15,201
D10_ARIK_A1_P2_v2,20,62
D10_ARIK_A1_P2_v2,25,23
D10_ARIK_A1_P2_v2,30,9
D10_ARIK_A1_P2_v2,35,4
D10_ARIK_A1_P2_v2,40,1
D10_ARIK_A1_P2_v2,45,1
D10_ARIK_A1_P2_v2,50,0
D10_ARIK_A1_P2_v2,55,0
D10_ARIK_A1_P2_v2,60,0
D10_ARIK_A1_P2_v2,65,0
D10_ARIK_A1_P2_v2,70,0
D10_ARIK_A1_P2_v2,75,0
D10_ARIK_A1_P2_v2,80,0
D10_ARIK_A1_P2_v2,85,0
D10_ARIK_A1_P2_v2,90,0
D10_ARIK_A1_P2_v2,95,0
D10_ARIK_A1_P2_v2,100,0
