class_name,count,percent_cover,Site
"Developed, Open Space",2333,0.012023294166151308,D10_CPER_C1_P1_v1
"Developed, Low Intensity",41,2.1129663986806845e-4,D10_CPER_C1_P1_v1
Shrub/Scrub,7396,0.03811585240156669,D10_CPER_C1_P1_v1
Grassland/Herbaceous,183974,0.9481240981240981,D10_CPER_C1_P1_v1
Cultivated Crops,196,0.00101010101010101,D10_CPER_C1_P1_v1
Woody Wetlands,64,3.298289012574727e-4,D10_CPER_C1_P1_v1
Emergent Herbaceous Wetlands,36,1.8552875695732838e-4,D10_CPER_C1_P1_v1
